year_film,year_ceremony,ceremony,category,name,film,winner
1994,1995,67,FILM EDITING,Richard Francis-Bruce,The Shawshank Redemption,0
1994,1995,67,MAKEUP,"Daniel Parker, Paul Engelen, Carol Hemming",Mary Shelley's Frankenstein,0
1994,1995,67,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,The Lion King,1
1994,1995,67,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,The Lion King,0
1994,1995,67,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,The Lion King,0
1994,1995,67,MUSIC (Original Song),"Music and Lyric by Carole Bayer Sager, James Newton Howard, James Ingram and Patty Smyth",Junior,0
1994,1995,67,BEST PICTURE,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",Quiz Show,0
1994,1995,67,SHORT FILM (Animated),"Tim Watts, David Stoten",The Big Story,0
1994,1995,67,SHORT FILM (Animated),"Alison Snowden, David Fine",Bob's Birthday,1
1994,1995,67,SHORT FILM (Live Action),"Peter Capaldi, Ruth Kenley-Letts",Franz Kafka's It's a Wonderful Life,1
1994,1995,67,SHORT FILM (Live Action),"JoBeth Williams, Michele McGuire",On Hope,0
1994,1995,67,SOUND,"Paul Massey, David Campbell, Christopher David, Douglas Ganton",Legends of the Fall,0
1994,1995,67,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton",The Shawshank Redemption,0
1994,1995,67,SOUND,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed,1
1994,1995,67,WRITING (Screenplay Based on Material Previously Produced or Published),Robert Benton,Nobody's Fool,0
1994,1995,67,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Shawshank Redemption,0
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),"Frances Walsh, Peter Jackson",Heavenly Creatures,0
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,Pulp Fiction,1
1994,1995,67,HONORARY AWARD, Michelangelo Antonioni in recognition of his place as one of the cinema's master visual stylists.,,1
1995,1996,68,ACTOR IN A LEADING ROLE,Anthony Hopkins,Nixon,0
1995,1996,68,ACTOR IN A SUPPORTING ROLE,Tim Roth,Rob Roy,0
1995,1996,68,ART DIRECTION,Art Direction:  Roger Ford;  Set Decoration:  Kerrie Brown,Babe,0
1995,1996,68,DIRECTING,Mel Gibson,Braveheart,1
1995,1996,68,DIRECTING,Tim Robbins,Dead Man Walking,0
1995,1996,68,DOCUMENTARY (Feature),"Allan Miller, Walter Scheuer",Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,0
1995,1996,68,DOCUMENTARY (Feature),"Jeanne Jordan, Steven Ascher",Troublesome Creek: A Midwestern,0
1995,1996,68,DOCUMENTARY (Short Subject),"Terry Sanders, Freida Lee Mock",Never Give Up: The 20th Century Odyssey of Herbert Zipper,0
1995,1996,68,FILM EDITING,Steven Rosenblum,Braveheart,0
1995,1996,68,FILM EDITING,Richard Francis-Bruce,Seven,0
1995,1996,68,MAKEUP,"Peter Frampton, Paul Pattison, Lois Burwell",Braveheart,1
1995,1996,68,MAKEUP,"Greg Cannom, Bob Laden, Colleen Callaghan",Roommates,0
1995,1996,68,MUSIC (Original Dramatic Score),James Horner,Apollo 13,0
1995,1996,68,MUSIC (Original Dramatic Score),James Horner,Braveheart,0
1995,1996,68,MUSIC (Original Song),"Music and Lyric by Michael Kamen, Bryan Adams and Robert John Lange",Don Juan DeMarco,0
1995,1996,68,BEST PICTURE,"George Miller, Doug Mitchell and Bill Miller, Producers",Babe,0
1995,1996,68,BEST PICTURE,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",Braveheart,1
1995,1996,68,SHORT FILM (Animated),Nick Park,A Close Shave,1
1995,1996,68,SHORT FILM (Animated),"Chris Landreth, Robin Bargar",the end,0
1995,1996,68,SHORT FILM (Live Action),"Dianne Houston, Joy Ryan",Tuesday Morning Ride,0
1995,1996,68,SOUND,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",Apollo 13,1
1995,1996,68,SOUND,"Steve Maslow, Gregg Landaker, Keith A. Wester",Waterworld,0
1995,1996,68,VISUAL EFFECTS,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney",Apollo 13,0
1995,1996,68,VISUAL EFFECTS,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",Babe,1
1995,1996,68,WRITING (Screenplay Based on Material Previously Produced or Published),"George Miller, Chris Noonan",Babe,0
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone",Nixon,0
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow;  Story by John Lasseter, Peter Docter, Andrew Stanton, Joe Ranft",Toy Story,0
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),Christopher McQuarrie,The Usual Suspects,1
1996,1997,69,ACTOR IN A LEADING ROLE,Billy Bob Thornton,Sling Blade,0
1996,1997,69,ART DIRECTION,Tim Harvey,Hamlet,0
1996,1997,69,ART DIRECTION,Art Direction:  Catherine Martin;  Set Decoration:  Brigitte Broch,William Shakespeare's Romeo & Juliet,0
1996,1997,69,CINEMATOGRAPHY,Roger Deakins,Fargo,0
1996,1997,69,DOCUMENTARY (Feature),"Jo Menell, Angus Gibson",Mandela,0
1996,1997,69,DOCUMENTARY (Feature),"Leon Gast, David Sonenberg",When We Were Kings,1
1996,1997,69,MAKEUP,"Rick Baker, David LeRoy Anderson",The Nutty Professor,1
1996,1997,69,MAKEUP,"Michael Westmore, Scott Wheeler, Jake Garber",Star Trek: First Contact,0
1996,1997,69,MUSIC (Original Dramatic Score),David Hirschfelder,Shine,0
1996,1997,69,MUSIC (Original Song),"Music and Lyric by James Newton Howard, Jud J. Friedman and Allan Dennis Rich",One Fine Day,0
1996,1997,69,MUSIC (Original Song),"Music and Lyric by Barbra Streisand, Marvin Hamlisch, Bryan Adams and Robert 'Mutt' Lange",The Mirror Has Two Faces,0
1996,1997,69,MUSIC (Original Song),Music by Andrew Lloyd Webber; Lyric by Tim Rice,Evita,1
1996,1997,69,SHORT FILM (Animated),"Timothy Hittle, Chris Peterson",Canhead,0
1996,1997,69,SHORT FILM (Animated),Peter Lord,Wat's Pig,0
1996,1997,69,SHORT FILM (Live Action),"David Frankel, Barry Jossen",Dear Diary,1
1996,1997,69,SOUND,"Walter Murch, Mark Berger, David Parker, Chris Newman",The English Patient,1
1996,1997,69,SOUND,"Andy Nelson, Anna Behlmer, Ken Weston",Evita,0
1996,1997,69,SOUND,"Chris Carpenter, Bill W. Benton, Bob Beemer, Jeff Wexler",Independence Day,0
1996,1997,69,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",The Rock,0
1996,1997,69,SOUND EFFECTS EDITING,"Richard L. Anderson, David A. Whittaker",Daylight,0
1996,1997,69,SOUND EFFECTS EDITING,"Alan Robert Murray, Bub Asman",Eraser,0
1996,1997,69,VISUAL EFFECTS,"Scott Squires, Phil Tippett, James Straus, Kit West",Dragonheart,0
1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),Arthur Miller,The Crucible,0
1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),Billy Bob Thornton,Sling Blade,1
1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),John Hodge,Trainspotting,0
1997,1998,70,ACTOR IN A LEADING ROLE,Robert Duvall,The Apostle,0
1997,1998,70,ACTOR IN A LEADING ROLE,Peter Fonda,Ulee's Gold,0
1997,1998,70,ACTOR IN A LEADING ROLE,Dustin Hoffman,Wag the Dog,0
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robert Forster,Jackie Brown,0
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,Amistad,0
1997,1998,70,ACTOR IN A SUPPORTING ROLE,Robin Williams,Good Will Hunting,1
1997,1998,70,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,1
1997,1998,70,CINEMATOGRAPHY,Roger Deakins,Kundun,0
1997,1998,70,DIRECTING,Peter Cattaneo,The Full Monty,0
1997,1998,70,DOCUMENTARY (Feature),"Spike Lee, Sam Pollard",4 Little Girls,0
1997,1998,70,DOCUMENTARY (Short Subject),"Kieth Merrill, Jonathan Stern",Amazon,0
1997,1998,70,DOCUMENTARY (Short Subject),"Mel Damski, Andrea Blaugrund",Still Kicking: The Fabulous Palm Springs Follies,0
1997,1998,70,FILM EDITING,Richard Francis-Bruce,Air Force One,0
1997,1998,70,FILM EDITING,Peter Honess,L.A. Confidential,0
1997,1998,70,MAKEUP,"Rick Baker, David LeRoy Anderson",Men in Black,1
1997,1998,70,MAKEUP,"Lisa Westcott, Veronica Brebner, Beverley Binda",Mrs. Brown,0
1997,1998,70,MUSIC (Original Dramatic Score),James Horner,Titanic,1
1997,1998,70,MUSIC (Original Musical or Comedy Score),Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,Anastasia,0
1997,1998,70,MUSIC (Original Musical or Comedy Score),James Newton Howard,My Best Friend's Wedding,0
1997,1998,70,MUSIC (Original Song),Music by Alan Menken; Lyric by David Zippel,Hercules,0
1997,1998,70,MUSIC (Original Song),Music by James Horner; Lyric by Will Jennings,Titanic,1
1997,1998,70,SHORT FILM (Live Action),"Pearse Moore, Tim Loane",Dance Lexie Dance,0
1997,1998,70,SHORT FILM (Live Action),"Roger Goldby, Barney Reisz",It's Good to Talk,0
1997,1998,70,SOUND,"Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester",Air Force One,0
1997,1998,70,SOUND,"Andy Nelson, Anna Behlmer, Kirk Francis",L.A. Confidential,0
1997,1998,70,SOUND EFFECTS EDITING,"Tom Bellfort, Christopher Boyes",Titanic,1
1997,1998,70,VISUAL EFFECTS,"Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson",Starship Troopers,0
1997,1998,70,VISUAL EFFECTS,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,1
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),"Hilary Henkin, David Mamet",Wag the Dog,0
1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Hossein Amini,The Wings of the Dove,0
1997,1998,70,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Boogie Nights,0
1997,1998,70,HONORARY AWARD, Stanley Donen in appreciation of a body of work marked by grace,,1
1998,1999,71,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,1
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Robert Duvall,A Civil Action,0
1998,1999,71,ACTOR IN A SUPPORTING ROLE,Billy Bob Thornton,A Simple Plan,0
1998,1999,71,ART DIRECTION,Art Direction:  John Myhre;  Set Decoration:  Peter Howitt,Elizabeth,0
1998,1999,71,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Shakespeare in Love,1
1998,1999,71,DIRECTING,Roberto Benigni,Life Is Beautiful,0
1998,1999,71,DIRECTING,Steven Spielberg,Saving Private Ryan,1
1998,1999,71,DIRECTING,Peter Weir,The Truman Show,0
1998,1999,71,DOCUMENTARY (Feature),"Jonathan Stack, Liz Garbus","The Farm: Angola, U.S.A.",0
1998,1999,71,DOCUMENTARY (Feature),Robert B. Weide,Lenny Bruce: Swear to Tell the Truth,0
1998,1999,71,FILM EDITING,David Gamble,Shakespeare in Love,0
1998,1999,71,MAKEUP,"Lisa Westcott, Veronica Brebner",Shakespeare in Love,0
1998,1999,71,MUSIC (Original Dramatic Score),David Hirschfelder,Elizabeth,0
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,Mulan,0
1998,1999,71,MUSIC (Original Song),"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa",Quest for Camelot,0
1998,1999,71,BEST PICTURE,"Alison Owen, Eric Fellner and Tim Bevan, Producers",Elizabeth,0
1998,1999,71,BEST PICTURE,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",Saving Private Ryan,0
1998,1999,71,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,1
1998,1999,71,BEST PICTURE,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",The Thin Red Line,0
1998,1999,71,SHORT FILM (Animated),"Christopher Grace, Jonathan Myerson",The Canterbury Tales,0
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",Armageddon,0
1998,1999,71,SOUND,"Robin O'Donoghue, Dominic Lester, Peter Glossop",Shakespeare in Love,0
1998,1999,71,SOUND EFFECTS EDITING,David McMoyler,The Mask of Zorro,0
1998,1999,71,VISUAL EFFECTS,"Richard R. Hoover, Pat McClung, John Frazier",Armageddon,0
1998,1999,71,VISUAL EFFECTS,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",Mighty Joe Young,0
1998,1999,71,VISUAL EFFECTS,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,1
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott Frank,Out of Sight,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Vincenzo Cerami, Roberto Benigni",Life Is Beautiful,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Robert Rodat,Saving Private Ryan,0
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Andrew Niccol,The Truman Show,0
1999,2000,72,ART DIRECTION,Art Direction:  David Gropman;  Set Decoration:  Beth Rubino,The Cider House Rules,0
1999,2000,72,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,1
1999,2000,72,CINEMATOGRAPHY,Roger Pratt,The End of the Affair,0
1999,2000,72,CINEMATOGRAPHY,Robert Richardson,Snow Falling on Cedars,0
1999,2000,72,DIRECTING,Spike Jonze,Being John Malkovich,0
1999,2000,72,DOCUMENTARY (Feature),"Roko Belic, Adrian Belic",Genghis Blues,0
1999,2000,72,DOCUMENTARY (Short Subject),"Simeon Soffer, Jonathan Stack",The Wildest Show in the South: The Angola Prison Rodeo,0
1999,2000,72,FILM EDITING,"Tariq Anwar, Christopher Greenbury",American Beauty,0
1999,2000,72,FILM EDITING,"William Goldenberg, Paul Rubell, David Rosenbloom",The Insider,0
1999,2000,72,FILM EDITING,Andrew Mondshein,The Sixth Sense,0
1999,2000,72,MUSIC (Original Song),Music and Lyric by Trey Parker and Marc Shaiman,"South Park: Bigger, Longer & Uncut",0
1999,2000,72,BEST PICTURE,"David Valdes and Frank Darabont, Producers",The Green Mile,0
1999,2000,72,BEST PICTURE,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",The Sixth Sense,0
1999,2000,72,SHORT FILM (Animated),Peter Peake,Humdrum,0
1999,2000,72,SHORT FILM (Live Action),"Henrik Ruben Genz, Michael W. Horsten","Bror, Min Bror (Teis and Nico)",0
1999,2000,72,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",The Green Mile,0
1999,2000,72,SOUND,"Andy Nelson, Doug Hemphill, Lee Orloff",The Insider,0
1999,2000,72,SOUND,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,1
1999,2000,72,VISUAL EFFECTS,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman",Star Wars Episode I: The Phantom Menace,0
1999,2000,72,VISUAL EFFECTS,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",Stuart Little,0
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),John Irving,The Cider House Rules,1
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Green Mile,0
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Magnolia,0
2000,2001,73,ACTRESS IN A LEADING ROLE,Julia Roberts,Erin Brockovich,1
2000,2001,73,ART DIRECTION,Tim Yip,"Crouching Tiger, Hidden Dragon",1
2000,2001,73,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Quills,0
2000,2001,73,CINEMATOGRAPHY,Peter Pau,"Crouching Tiger, Hidden Dragon",1
2000,2001,73,CINEMATOGRAPHY,Roger Deakins,"O Brother, Where Art Thou?",0
2000,2001,73,COSTUME DESIGN,Tim Yip,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,COSTUME DESIGN,Janty Yates,Gladiator,1
2000,2001,73,COSTUME DESIGN,Jacqueline West,Quills,0
2000,2001,73,DIRECTING,Ang Lee,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,DIRECTING,Steven Soderbergh,Erin Brockovich,0
2000,2001,73,DIRECTING,Steven Soderbergh,Traffic,1
2000,2001,73,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer",Into the Arms of Strangers: Stories of the Kindertransport,1
2000,2001,73,DOCUMENTARY (Feature),"Frances Reid, Deborah Hoffmann",Long Night's Journey into Day,0
2000,2001,73,DOCUMENTARY (Feature),"Josh Aronson, Roger Weisberg",Sound and Fury,0
2000,2001,73,DOCUMENTARY (Short Subject),"Eric Simonson, Leelai Demoz",On Tiptoe: Gentle Steps to Freedom,0
2000,2001,73,FILM EDITING,Tim Squyres,"Crouching Tiger, Hidden Dragon",0
2000,2001,73,MUSIC (Original Song),Music by Sting and David Hartley; Lyric by Sting,The Emperor's New Groove,0
2000,2001,73,MUSIC (Original Song),Music and Lyric by Bob Dylan,Wonder Boys,1
2000,2001,73,BEST PICTURE,"David Brown, Kit Golden and Leslie Holleran, Producers",Chocolat,0
2000,2001,73,BEST PICTURE,"Bill Kong, Hsu Li Kong and Ang Lee, Producers","Crouching Tiger, Hidden Dragon",0
2000,2001,73,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,1
2000,2001,73,SHORT FILM (Live Action),"Peter Riegert, Ericka Frederick",By Courier,0
2000,2001,73,SOUND,"Scott Millan, Bob Beemer, Ken Weston",Gladiator,1
2000,2001,73,SOUND,"Kevin O'Connell, Greg P. Russell, Lee Orloff",The Patriot,0
2000,2001,73,SOUND,"John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester",The Perfect Storm,0
2000,2001,73,SOUND EDITING,"Alan Robert Murray, Bub Asman",Space Cowboys,0
2000,2001,73,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",Gladiator,1
2000,2001,73,VISUAL EFFECTS,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks",Hollow Man,0
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Robert Nelson Jacobs,Chocolat,0
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Lee Hall,Billy Elliot,0
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,Gladiator,0
2001,2002,74,ART DIRECTION,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,1
2001,2002,74,CINEMATOGRAPHY,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,CINEMATOGRAPHY,Roger Deakins,The Man Who Wasn't There,0
2001,2002,74,COSTUME DESIGN,"Catherine Martin, Angus Strathie",Moulin Rouge,1
2001,2002,74,DIRECTING,Ron Howard,A Beautiful Mind,1
2001,2002,74,DIRECTING,Robert Altman,Gosford Park,0
2001,2002,74,DIRECTING,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,DIRECTING,David Lynch,Mulholland Drive,0
2001,2002,74,DOCUMENTARY (Feature),"Jean-Xavier de Lestrade, Denis Poncet",Murder on a Sunday Morning,1
2001,2002,74,DOCUMENTARY (Short Subject),"Freida Lee Mock, Jessica Sanders",Sing!,0
2001,2002,74,MAKEUP,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,MUSIC (Original Score),James Horner,A Beautiful Mind,0
2001,2002,74,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Fellowship of the Ring,1
2001,2002,74,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,1
2001,2002,74,BEST PICTURE,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,0
2001,2002,74,BEST PICTURE,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,BEST PICTURE,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge,0
2001,2002,74,SHORT FILM (Animated),"Ruairi Robinson, Seamus Byrne",Fifty Percent Grey,0
2001,2002,74,SOUND,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,SOUND,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",Moulin Rouge,0
2001,2002,74,SOUND,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Pearl Harbor,0
2001,2002,74,SOUND EDITING,"George Watters II, Christopher Boyes",Pearl Harbor,1
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Rob Festinger and Todd Field,In the Bedroom,0
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",The Lord of the Rings: The Fellowship of the Ring,0
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,Shrek,0
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Christopher Nolan; Story by Jonathan Nolan,Memento,0
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Wes Anderson & Owen Wilson,The Royal Tenenbaums,0
2001,2002,74,HONORARY AWARD, Robert Redford:  Actor,,1
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,0
